,ASrNo,Business Name,Add,UniqueId,F_Pincode,new_Add_3,raw_address,country,words_in_address,pin_codes_found,states_found,street_names_found,landmarks_found,shop_house_nos_found,districts_found,village_or_citys_found
136,14343,HOTEL DELHI GRAND,"6-65, Gurudwara Road, Karol Bagh, Central",ICL06175941,110005,"6-65, Gurudwara Road, Karol Bagh, Central","6-65, gurudwara road, karol bagh, central",india,"['gurudwara road', 'karol bagh', 'central', '6-65']",,,Gurudwara road,,,,
137,14346,Hotel Jeniffer,"7A-1, Karol Bagh, Central",ICL05333378,110005,"7A-1, Karol Bagh, Central","7a-1, karol bagh, central",india,"['karol bagh', 'central', '7a-1']",,,,,,,
138,14348,Hotel Taj Princess,"1 5A-25, W.E.A Karol Bagh, Karol Bagh, Central",ICL45440666,110005,"1 5A-25, W.E.A Karol Bagh, Karol Bagh, Central","1 5a-25, w.e.a karol bagh, karol bagh, central",india,"['w.e.a karol bagh', 'karol bagh', 'central', '1 5a-25']",,,,,,,
139,14349,Hotel Suncity,"1 Ia-34, W.E.A. Channa Market, Karolbagh, Karol Bagh, Central",ICL08429736,110005,"1 Ia-34, W.E.A. Channa Market, Karolbagh, Karol Bagh, Central","1 ia-34, w.e.a. channa market, karolbagh, karol bagh, central",india,"['karol bagh', 'karolbagh', 'w.e.a. channa market', '1 ia-34', 'central']",,,,,,,
140,14352,HOTEL UNIQUE,"7A-51, W.E.A Channa Market, Karol Bagh, Central",ICL44079627,110005,"7A-51, W.E.A Channa Market, Karol Bagh, Central","7a-51, w.e.a channa market, karol bagh, central",india,"['karol bagh', 'central', 'w.e.a channa market', '7a-51']",,,,,,,
141,14372,HOTEL MOMENTS,"7A-74, W.E.A. Channa Market Karolbagh, Karol Bagh, Central",ICL38189412,110005,"7A-74, W.E.A. Channa Market Karolbagh, Karol Bagh, Central","7a-74, w.e.a. channa market karolbagh, karol bagh, central",india,"['central', 'karol bagh', 'w.e.a. channa market karolbagh', '7a-74']",,,,,,,
142,14373,Hotel Livasa Inn,"7A, 38, W.E.A, Channa Market, Karol Bagh, Central",ICL08909459,110005,"7A, 38, W.E.A, Channa Market, Karol Bagh, Central","7a, 38, w.e.a, channa market, karol bagh, central",india,"['karol bagh', '38', 'channa market', '7a', 'w.e.a', 'central']",,,,,,,
143,14374,Hotel Red Castle,"7A, 78, Channa Market, Karol Bagh, Central",ICL35926037,110005,"7A, 78, Channa Market, Karol Bagh, Central","7a, 78, channa market, karol bagh, central",india,"['karol bagh', 'channa market', '7a', '78', 'central']",,,,,,,
144,14376,Hotel shimla heritage,"7A-36, Wea Channa Market, Karol Bagh, Central",ICL04526535,110005,"7A-36, Wea Channa Market, Karol Bagh, Central","7a-36, wea channa market, karol bagh, central",india,"['7a-36', 'karol bagh', 'wea channa market', 'central']",,,,,,,
145,14378,HOTEL COSMO,"7A-40, W.E.A. Channa Market Karolbagh, Karol Bagh, Central",ICL07233768,110005,"7A-40, W.E.A. Channa Market Karolbagh, Karol Bagh, Central","7a-40, w.e.a. channa market karolbagh, karol bagh, central",india,"['karol bagh', 'w.e.a. channa market karolbagh', 'central', '7a-40']",,,,,,,
146,14381,Swati Deluxe Hotel,"1 5A-56, Hotel Swati, Karol Bagh, Central",ICL00171242,110005,"1 5A-56, Hotel Swati, Karol Bagh, Central","1 5a-56, hotel swati, karol bagh, central",india,"['karol bagh', '1 5a-56', 'central', 'hotel swati']",,,,,,,
147,14389,The Suncourt Hotel Yatri,"8A-33, W.E.A Channa Market, Karol Bagh, Karol, Bagh, Central",ICL04198904,110005,"8A-33, W.E.A Channa Market, Karol Bagh, Karol, Bagh, Central","8a-33, w.e.a channa market, karol bagh, karol, bagh, central",india,"['karol bagh', '8a-33', 'bagh', 'w.e.a channa market', 'karol', 'central']",,,,,,,
148,14391,Hotel Sunstar Heights,"8A-41, W.E.A Channa Market, Karol Bagh, Karol, Bagh, Central",ICL04460808,110005,"8A-41, W.E.A Channa Market, Karol Bagh, Karol, Bagh, Central","8a-41, w.e.a channa market, karol bagh, karol, bagh, central",india,"['karol bagh', '8a-41', 'bagh', 'karol', 'w.e.a channa market', 'central']",,,,,,,
149,14392,Hotel Grand imperial,"8-12-13, Wea Abdul Aziz Road, New Delhii, Karol, Bagh, Central",ICL04993412,110005,"8-12-13, Wea Abdul Aziz Road, New Delhi, Karol, Bagh, Central","8-12-13, wea abdul aziz road, new delhii, karol, bagh, central",india,"['bagh', 'karol', 'new delhii', '8-12-13', 'central', 'wea abdul aziz road']",,NCT of Delhi,Wea abdul aziz road,,,,
150,14398,Hotel Citi International,"Hotel City International Premium, 21, Shri, Kishan Das Marg, Block 8, Karol Bagh, Karol, Bagh, Central District, New Delhii",ICL03113364,110005,"Hotel City International Premium, 21, Shri, Kishan Das Marg, Block 8, Karol Bagh, Karol, Bagh, Central District, New Delhi","hotel city international premium, 21, shri, kishan das marg, block 8, karol bagh, karol, bagh, central district, new delhii",india,"['karol bagh', 'bagh', 'block 8', '21', 'shri', 'karol', 'central district', 'new delhii', 'kishan das marg', 'hotel city international premium']",,NCT of Delhi,Kishan das marg,,,Central district,Hotel city international premium
151,14400,Hotel Kingston Park,"8-5 W.E.A., Karolbagh, Near Metro Pillar 88, Karol Bagh, Central",ICL05973711,110005,"8-5 W.E.A., Karolbagh, Near Metro Pillar 88, Karol Bagh, Central","8-5 w.e.a., karolbagh, near metro pillar 88, karol bagh, central",india,"['karol bagh', '8-5 w.e.a.', 'karolbagh', 'near metro pillar 88', 'central']",,,,Near metro pillar 88,,,
152,14406,Hotel lavista,"Elahi Bux Road, Bar Shala, Karol Bagh, Central",ICL03677065,110005,"Elahi Bux Road, Bar Shala, Karol Bagh, Central","elahi bux road, bar shala, karol bagh, central",india,"['karol bagh', 'elahi bux road', 'central', 'bar shala']",,,Elahi bux road,,,,
153,14408,Hotel fortuner,"943, St No. 3-4, Main Faiz Road, Karol Bagh, Central",ICL02646601,110005,"943, St No. 3-4, Main Faiz Road, Karol Bagh, Central","943, st no. 3-4, main faiz road, karol bagh, central",india,"['karol bagh', 'main faiz road', 'central', '943', 'st no. 3-4']",,,Main faiz road,,,,
154,22927,Chhotelal belt wale,"Karol Bagh, Central, Near Chhotelal Belt Wale",ICL08925294,110005,"Karol Bagh, Central, Near Chhotelal Belt Wale","karol bagh, central, near chhotelal belt wale",india,"['near chhotelal belt wale', 'karol bagh', 'central']",,,,Near chhotelal belt wale,,,
155,2681,Mohit Restroant,Shop No 164 Jaffer Market S O Central,ICL06953463,110005,Shop No 164 Jaffer Market S O Central,shop no 164 jaffer market s o central,india,['shop no 164 jaffer market s o central'],,,,,Shop no 164 jaffer market s o central,,
156,32004,Azad Restaurant,"9- 6603, Gali No-4 Dev Nagar Karol Bagh, Karol Bagh, Central",ICL09080905,110005,"9- 6603, Gali No-4 Dev Nagar Karol Bagh, Karol Bagh, Central","9- 6603, gali no-4 dev nagar karol bagh, karol bagh, central",india,"['gali no-4 dev nagar karol bagh', 'karol bagh', '9- 6603', 'central']",,,,,,,Gali no-4 dev nagar karol bagh
157,6209,Same Electronics,"93591, Gali No 11, Regharpura, Karol Bagh",ICL00297008,110005,"93591, Gali No 11, Regharpura, Karol Bagh","93591, gali no 11, regharpura, karol bagh",india,"['karol bagh', 'regharpura', 'gali no 11', '93591']",,,,,,,Regharpura
158,6222,Kannu Electronic,"936-3083, Beadon Pura Karol Bagh, Karol Bagh",ICL46251791,110005,"936-3083, Beadon Pura Karol Bagh, Karol Bagh","936-3083, beadon pura karol bagh, karol bagh",india,"['936-3083', 'beadon pura karol bagh', 'karol bagh']",,,,,,,Beadon pura karol bagh
159,6226,Maa Gulo Electronic,"93075-36, Beadon Pura Karol Bagh, Karol Bagh",ICL02318852,110005,"93075-36, Beadon Pura Karol Bagh, Karol Bagh","93075-36, beadon pura karol bagh, karol bagh",india,"['beadon pura karol bagh', '93075-36', 'karol bagh']",,,,,,,Beadon pura karol bagh
160,6238,Shanti Electronics,"916-326-H, Bapa Nagar Karol Bagh, Karol Bagh",ICL04974952,110005,"916-326-H, Bapa Nagar Karol Bagh, Karol Bagh","916-326-h, bapa nagar karol bagh, karol bagh",india,"['bapa nagar karol bagh', '916-326-h', 'karol bagh']",,,,,,,Bapa nagar karol bagh
161,6242,Khandelwal Electronics,"928-3935, Padam Singh Road Karol Bagh, Karol Bagh",ICL05114895,110005,"928-3935, Padam Singh Road Karol Bagh, Karol Bagh","928-3935, padam singh road karol bagh, karol bagh",india,"['karol bagh', '928-3935', 'padam singh road karol bagh']",,,Padam singh road karol bagh,,,,
162,6339,New Sodhi electronics,"Shop No 107 A, Mcd Market Karol Bagh, Karol Bagh",ICL16946166,110005,"Shop No 107 A, Mcd Market Karol Bagh, Karol Bagh","shop no 107 a, mcd market karol bagh, karol bagh",india,"['mcd market karol bagh', 'shop no 107 a', 'karol bagh']",,,,,Shop no 107 a,,
163,6372,V.K ELECTRONICS,"Shop. 35-B2, Ghaffar Market Karol Bagh, Karol Bagh",ICL05809605,110005,"Shop. 35-B2, Ghaffar Market Karol Bagh, Karol Bagh","shop. 35-b2, ghaffar market karol bagh, karol bagh",india,"['ghaffar market karol bagh', 'shop. 35-b2', 'karol bagh']",,,,,,,
164,7874,Siddhivinayak Medicentre,"732/33, Siddhivinayak Medicentre, Gali, No-22, Faiz Road, Karol Bagh, New Delhii",ICL01623757,110005,"732/33, , Gali, No-22, Faiz Road, Karol Bagh, New Delhi","732/33, siddhivinayak medicentre, gali, no-22, faiz road, karol bagh, new delhii",india,"['karol bagh', 'new delhii', 'no-22', 'faiz road', 'gali', '732/33', 'siddhivinayak medicentre']",,NCT of Delhi,Faiz road,,,,
165,7879,Sani Medicos,"4930-40, Regar Pura Karol Bagh, Karol Bagh, Centra",ICL26093239,110005,"4930-40, Regar Pura Karol Bagh, Karol Bagh, Centra","4930-40, regar pura karol bagh, karol bagh, centra",india,"['centra', '4930-40', 'regar pura karol bagh', 'karol bagh']",,,,,,,Regar pura karol bagh
166,7929,Muskan Medicos,"6-79, W.Ema Gurudwara Road, Karol Bagh S.",ICL32880321,110005,"6-79, W.Ema Gurudwara Road, Karol Bagh S.","6-79, w.ema gurudwara road, karol bagh s.",india,"['w.ema gurudwara road', '6-79', 'karol bagh s.']",,,W.ema gurudwara road,,,,
167,7945,Shri Baba Sai Medicos,"9052&53 Esat Park Road, 9, Karol Bagh, New Delhii",ICL08367089,110005,"9052&53 Esat Park Road, 9, Karol Bagh, New Delhi","9052&53 esat park road, 9, karol bagh, new delhii",india,"['9052&53 esat park road', 'karol bagh', '9', 'new delhii']",,NCT of Delhi,9052&53 esat park road,,,,
168,8116,S.K.GARMENTS,"Karol Bagh, Near S.K.Garments",ICL34063008,110005,"Karol Bagh, Near S.K.Garments","karol bagh, near s.k.garments",india,"['karol bagh', 'near s.k.garments']",,,,Near s.k.garments,,,
169,20675,Arun garments,"Kb, New Delhii, Near Arun Garments",ICL09440877,110005,"Kb, New Delhi, Near Arun Garments","kb, new delhii, near arun garments",india,"['kb', 'new delhii', 'near arun garments']",,NCT of Delhi,,Near arun garments,,,
170,20685,Sad garments,"Karol Bagh, Naiwal, New Delhii",ICL41596464,110005,"Karol Bagh, Naiwal, New Delhi","karol bagh, naiwal, new delhii",india,"['naiwal', 'karol bagh', 'new delhii']",,NCT of Delhi,,,,,
171,20735,Margoob Garments,"Kb, Kn, Karol Bagh, Central",ICL33820006,110005,"Kb, Kn, Karol Bagh, Central","kb, kn, karol bagh, central",india,"['kb', 'kn', 'central', 'karol bagh']",,,,,,,
172,20769,Mk garments,"Karol Bagh, Central, Near Mk Garments",ICL38598432,110005,"Karol Bagh, Central, Near Mk Garments","karol bagh, central, near mk garments",india,"['karol bagh', 'central', 'near mk garments']",,,,Near mk garments,,,
